filename,label,audio_path,cleaned_audio_path,transcript,num_errors,error_density
audio_133.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_133.wav,cleaned_audio\audio_133.wav," So the topic is the scene of the crowded market.  So after the COVID, the market is very crowded.  So the people are buying and setting new technologies  and new features of phones, laptop and electronic devices.  So that they can easily work them.  And most likely we can hear in the market  is like cheap products and good features  and good technologies that are inside it.  And throughout the technologies,  increasing day by day,  all people are by only technology-related products.  Like mobile, laptops, tablets, earbirds,  and Bluetooth connecting devices.  Thank you.",9.0,0.0967741935483871
audio_790.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_790.wav,cleaned_audio\audio_790.wav," wala-badaling,  the wind bomb on my skin  it felt so free while doing it  every time I leave my house  I don't make myself forget the twist  so that I will ever get into an accident  such as plotting my tar  so I have to use and went and go home",8.0,0.1568627450980392
audio_947.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_947.wav,cleaned_audio\audio_947.wav," Usually playground looks very huge now  It's a color or a bandage  Curve around  Students like to play  Coco, Piguet, Denise, and Wilton  Running  and  Except for many other games  Hide and seek  So  So students shout  by playing  and they roam  around the grounds  here and there  to check about the game",16.0,0.3018867924528302
audio_288.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_288.wav,cleaned_audio\audio_288.wav," October 30 weddi',  Ngtenel,  danelannema ligga dif Butterfly i  conrien,  modernia,  eleiça,  univers Whereby?""  J plaster commissioner fam  dit crest hoki par racism per ar deci d история vra  thala namah  g gekhi  at haal  hulla",33.0,0.9166666666666666
audio_1111.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1111.wav,cleaned_audio\audio_1111.wav," My goal is getting a job in a particular company and a maker valuable person in this society.  I will become a valuable and a valuable person in this society.  The eye phase are many challenges in my way.  In the like eye phase the challenge in our studies, there is no coaching classes through  the 10th and 12th.  I will become a study myself and there would be a good marks in 10th and 12th.  After that I will be a voter college but some conditions I had not the admission in the college  and presently I will be a...",2.0,0.019801980198019802
audio_771.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_771.wav,cleaned_audio\audio_771.wav, My favorite hobby is doing exercise.  It was very much interested when we do exercise.  It will make me relax.  I will do exercises by using dumbbells.  I am very much enjoying my exercise however.  This makes me very joyful.,1.0,0.025
audio_1184.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1184.wav,cleaned_audio\audio_1184.wav," My goal is to become a self-training and I have faced several challenges for achieving  my goal.  To be completed, regular activities and regular I want to improve my speaking skills and  family and friends.  Motivations is very important to achieve our goal.  I am my situation is to achieve goals.  It is a short time.",3.0,0.05357142857142857
audio_918.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_918.wav,cleaned_audio\audio_918.wav," Maint, the best day of my life was the day I got an admission to the university  or do at charge separately at later attempts and it wasn't first coming  but finally eventually, on that day today, I saw my name on the list of admitted students  which was of course I wanted to study and that was really really ecstatic whenever I take off it",6.0,0.09090909090909091
audio_1030.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1030.wav,cleaned_audio\audio_1030.wav," My favorite place is St. Colossus.  The genuine archival experience is very good.  And that place is where we can never forget that food is those.  That it is very delicious.  And also that my flower also can sit in a side-by-me.  And also we can eat together.  And particular time of day or season when this place is especially magical or beautiful,  but night time we will go that place.",3.0,0.04225352112676056
audio_1112.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1112.wav,cleaned_audio\audio_1112.wav, My goal in life is to continuously learn and grow myself while also helping others so that they can feel very happy.  I would like to help others who are in need of something. I also try to make a positive impact on the world.  I want to contribute myself for a better.,1.0,0.018867924528301886
audio_873.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_873.wav,cleaned_audio\audio_873.wav," I don't know.  Do you know what I'm saying?  I know you know several.  You know what I'm saying?  It's a phone.  No.  The first day of my life was overnight in Krochi-Turkham, a school of so excited people.  I thought there's going to be a lot of opportunities for me at the school.  I've been there the other day.  I've worked on the local world.  I've been on so much toings and drink out.  I've been on so many different things this year.  I've been to Greece and Europe.  I've been to Syria.",7.0,0.07446808510638298
audio_539.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_539.wav,cleaned_audio\audio_539.wav," My favorite place is Humpey. It is located in Karnataka and Indian Sept. continent. The Humpey is  mainly very famous for the structures and shilpakala. So it was built by Shri Krishna Devaraya,  who is the king of Vijayanagara Empire and the construction belongs to 16th century. The most  famous architecture you will be find there. It is one of the best and the best civilized structures  and architecture we will be find there. It is most and most wonderful thing I have visited and one  of the local dishes there is the Fibinaya Barth. It is very thirsty.",15.0,0.15151515151515152
audio_899.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_899.wav,cleaned_audio\audio_899.wav, Discussed the best day of my life is one day I see my father and mother taking care of me.  In the day I just like the the value of the parents in my life is more important which can be  experienced by me directly which is so amazing for me where I was injured but they are taking care of  me so so seriously so I should pray then only I decided to I respect my father.,5.0,0.0641025641025641
audio_1277.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1277.wav,cleaned_audio\audio_1277.wav," In my life, one of the best days in my life is going to Kispo with my friends.  And also hanging out with friends when I am 10th standard.  We went to Chennai Beach and hang out there in the evening.  It's a very special day and we have done a lot of things over there.  And we have eat prawns, biryani and so much prawns, kabob,  and a lot of seafood, so we are there and we tried a lot of very kind of dishes over there.  And we have injured, very much over there.  That kind of is not come in future.  The style is very precious and it cannot come in the future.",9.0,0.07758620689655173
audio_649.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_649.wav,cleaned_audio\audio_649.wav," The market is nearby my home only. It was all about 1 to 2 kilometers. Then daily the  market will open at 5 a.m. 5 a.m. only. The market has so many things like vegetables, fruit,  vegetables, vegetables like tomatoes, chilies, brinjals, all, etc. When I went into market  at 6 o'clock in the morning, then the crowd will be very heavy and all people gather and  they will take the market. The sounds are murmuring like, I will buy a 1 kilo tomatoes,  1 kilo chilies, all, etc. And the market will be changed 1 to 3 days from morning  the market will the people are very heavy and that the afternoon there is no people in the  market and no profit, some losses will be due to the customers.  That's the last note. See you.",8.0,0.058394160583941604
audio_701.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_701.wav,cleaned_audio\audio_701.wav," Okay, I saved the gun from 30 years ago in Ramajunan Institute of Technology.  Today my topic about what are the people selling and buying the market.  Marketing means it has so many ways like vegetable market and product market, market, class  market and fruits market.  These have so many types but now I am to say three different types of markets.  One market is the tables. This market happens in the morning times when the  people we go on by the tables and come to the moment, it makes the  paraslunch and the dinner different all everything.  Paras and the type of market is clock marketing which is",6.0,0.05504587155963303
audio_763.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_763.wav,cleaned_audio\audio_763.wav," Yes, my hobby is to play with my friends and colleagues and other people who are there in the ground.  So when I am playing, I get my self-esteem very happy and feels very peaceful mind.  And the body is under situation very comfortable.  There are only two players playing cricket like a batball and some tools on it.  So that's why I need to enjoy with that people.  Of course I enjoy playing with my colleagues friends.  I enjoy a lot because of everybody having different thoughts and different studies.  So I enjoy playing with my colleagues and colleagues and other people.",2.0,0.019417475728155338
audio_952.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_952.wav,cleaned_audio\audio_952.wav," My view of playground will be like surrounded by  largely  pre nature,  surrounded with water  which is out  away from the ground.  This is what my exactly in my vision  this is my vision of playground  and I would like to see a few games  or activities which are  in a which are to be happened in the playground  like sea song,  hide and seek  which are mostly played by the schools today  and moreover I would like to play  Dingel Bell, Color, Black,  Black,  Do you want?  Mostly I would like to play the simple games  and mostly I used to hear the sounds in the playground  which would be like shouting the students  when I hit many sounds.",20.0,0.16666666666666666
audio_167.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_167.wav,cleaned_audio\audio_167.wav," My favorite hobby is listening to the music. Whenever I get the free time or when I'm nervous or  upset a little bit sad, I try to listen to music. Whenever I listen to music, my mood and my  mind sets very quickly into the positive mood. Everything vibes set good and my mind becomes  fresh and clear. If I start any work after listening to music, it leads me success very easily.  I feel when I am energetic and very anxiety, my interest goes keep on moving when I listen to the  music. Depends on my mood, I listen to the classical songs, movie songs, old songs and melodies.  I like melody songs very well.",5.0,0.04310344827586207
audio_708.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_708.wav,cleaned_audio\audio_708.wav," Market.  We know market is a very crowded place.  Market not only sells for the essential or kitchen essential but also the things what we  wear like cloth, shoes and many other things.  Market in markets while buying the things we choose places by their prices.  When it comes to market we can hear lot of voices in the market and also in the morning  times it will be litigated but as the day comes of the afternoon the nausea started  to increase and up to evening this.",4.0,0.045454545454545456
audio_1245.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1245.wav,cleaned_audio\audio_1245.wav, My favorite hobby is drawing and I love to enjoy when my creative thoughts come to  their last kick with my drawings. I use so many tools like pencils and  in the pencils there are so many shapes like the 2v etc.  I like to draw alone.  In the most of the time I draw my glass from the pen I build for a glass.  I will draw most of the things like my legs and the cross.  I will do it.,4.0,0.04878048780487805
audio_812.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_812.wav,cleaned_audio\audio_812.wav," The most of the, the the, the, the, the, the, the, the, the, the, the, the most of the  little noises.  The favorite hobby is to watch movies.  And I used to watch movies with you such as, of course, which is a comedy movie.  And I used to watch with my family.  And the tools needed for this of a hobby or the television and mobile, etc.  And I used to watch movies with you, a family entertainment and thriller movies.  I don't like to watch movies which are horror movies etc.",4.0,0.043010752688172046
audio_76.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_76.wav,cleaned_audio\audio_76.wav, Shelley  Song  Song  Song  K Imagestakur brillułemis at bazirbe зал Badch  H过in' chopin' cuisine  Kanhakurkanan  As med batinashetkom  layout Its da  Konyi,21.0,0.9545454545454546
audio_1296.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1296.wav,cleaned_audio\audio_1296.wav, see the best day of my life is when I was 8th class my English teacher asked me to  come on to the dies and she foots me actually she foots me not ask her she foots me to give  us speech on my mother then I was very nervous and just like went there and I hit on there  I put my head down just looking the floor that's it she she is saying say something and the  people who sit here in front of me all laughing by seeing me because I was nothing speaking  there because I don't know how to speak and how to start the speech regarding my mother  even about my mother I can't speak and by that the critical situation I chained my mind  to speak and fluently in my future,12.0,0.08695652173913043
audio_239.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_239.wav,cleaned_audio\audio_239.wav," So the topic is, man, describe your favorite hobby.  So my favorite hobby is to trade in stock market.  So after the call, the stock market, industry, booms,  and it is not my hobby.  It is also my passion.  And I will use many tools for to do trading,  like market pulse, trading view, up stocks, and many more.  I am very happy to do this hobby.  And this is my long-term goal.  And this is my very best hobby to own your with others.",3.0,0.03529411764705882
audio_668.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_668.wav,cleaned_audio\audio_668.wav," There are so many people, in the market like vegetables, and fruits, and grains, and seeds,  like claws, and so many people are buying like that of fruits, vegetables, and grains, and  fruits, for their daily life purpose, for eating.  There are a couple of sounds, from that place, like heart, vehicles, and the people are  shouting from one place to another, people to calling themselves other people.  The market is going to the morning, the full of the order, and going to evening, the  people are very less in the market.",4.0,0.043478260869565216
audio_17.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_17.wav,cleaned_audio\audio_17.wav," Describing about my happy hobbies, I would like to listen songs when I was in free time  and again I started to do things about myself to take care of myself and finish all of my things  Describing a favorite hobby, what do you enjoy the most about your hobby or there are  any tools that you need to use for your hobby, do you enjoy practicing your hobby and your  own or other with others, I mostly like to spend time with myself only to take care of myself.",4.0,0.044444444444444446
audio_289.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_289.wav,cleaned_audio\audio_289.wav," My favorite day, my best day in my life was in my essay screen.  But then I was invited for a competition, which was like a set of, I was not aware of this competition at all.  But then my principal made me force me to attend this big, head of the competition so that he would watch me feel.  But then I did a little preparation overnight and I kind of let his hopes down because he expected me to feel.  On that day I was the one that won the competition and then he felt so angry.  So seeing him angry was what made me so special.",2.0,0.01834862385321101
audio_45.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_45.wav,cleaned_audio\audio_45.wav, it's the time before the night falls.  ut signed  for  me,4.0,0.36363636363636365
audio_657.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_657.wav,cleaned_audio\audio_657.wav," When I enter into the market to buy a required things to cook delicious food like like  like like tomato rice, lemon rice etc. for these things I need tomatoes, some  masalas. So when I went to the market after seeing the crowd I thought that I today I can't cook  my delicious food because the crowd is that much that I cannot enter into the market and buy  required things even though it is a crowded app. However I managed to go into the market to get  inside and bought my required things to cook my delicious food. That's it thank you.",8.0,0.07766990291262135
audio_876.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_876.wav,cleaned_audio\audio_876.wav," Okay, my best day of life is by chewing a good mox and you can do that set summation.  It is my best day and best shelter to me and also it is my best day to my parents also.  In this, I think when I writing it, it was difficult to me right?  It's just say I cannot feel that it was a bad experience to me.  While writing it, I can think that I want that it could more, but after getting the result,  I felt very good by getting a good mox which was very, very awful to me and also very  pleasant to me.  I was getting a good mox and my parents also very happy, very enjoyable, which was getting  my good mox on my friends also which was very pleasant and getting a good mox to me.  It was a good feel to me on that day.  I feel very better to me to that day.",12.0,0.07407407407407407
audio_1069.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1069.wav,cleaned_audio\audio_1069.wav,,0.0,0.0
audio_1318.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1318.wav,cleaned_audio\audio_1318.wav," My favorite place to visit is our province, which is Beekol.  And I love Chambali.  I love going to Beekol because there's a lot of foods or dishes that I love to eat there.  I can eat sea foods there that we can get from a sea.  And we used to travel or to go to our province, which is Beekol when it's holy week.  So, where our whole family is gathering our holy week or spend our holy week to our province.  And we bond and we celebrate or spend the holy week together with our whole family day.",7.0,0.07
audio_832.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_832.wav,cleaned_audio\audio_832.wav," So my favorite hobby is doing yoga and meditation.  It gives me free of my space and it gives me relaxation.  And doing yoga, there are many benefits and the most about my hobby is I'll do these  yoga in the morning and also as well as in the evening.  So the most interesting in my hobby is while doing I'm very excited to these yoga  yogasanas and also I take some of the tools whenever I do the yoga.  Like using, skipping, skipping tool.",5.0,0.058823529411764705
audio_917.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_917.wav,cleaned_audio\audio_917.wav, I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.  I'm going to do it.,14.0,0.175
audio_802.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_802.wav,cleaned_audio\audio_802.wav," My favorite hobby is listening to songs. Of course, mobile and earphones are very mandatory for  listening music. Whenever I feel sad, low or happy, I like to listen to songs. It depends on my mood.  When I'm happy, I listen to the like rap songs and many different enjoying songs. And when  comes to my sad mood, I listen hardwicket songs. And also, I like to listen when I am alone.  Or when I am left alone, I like to hear the songs by my own. And I enjoy my own company while  reasonings. Whenever it comes to my hobby, the first thing is songs. Because it's very important  to keep my mind very fresh and low. This is why I call listening to music in my favorite hobby.",6.0,0.046153846153846156
audio_275.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_275.wav,cleaned_audio\audio_275.wav," The best day in my life when I was 12th grade results were announced.  Everyone is very curious to know about my maths, my family, my relatives, my friends, etc.  When the results were announced, it was a stunning situation for me when I got full marks,  I got a place in my twelfth and everyone was very happy all my relatives are congratulating me on my friends,  congratulating me. And the most satisfactory part is that my parents were so happy,  they eyes were filled with joy and happiness and they are telling my result to their colleagues  and their friends very proudly that that made my day actually and that's the best day in my life  that I made my parents proud. So that will be the very satisfactory situation for any kid to make",8.0,0.058394160583941604
audio_940.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_940.wav,cleaned_audio\audio_940.wav, När I sext,1.0,0.3333333333333333
audio_1120.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1120.wav,cleaned_audio\audio_1120.wav," My goal is to become a software engineer to create innovative and impactful software solution  that addresses real world problems, improve user experience,  and push the boundaries of technology.  I am continually learning and grow, collaborate with talented individuals  and contribute projects that makes a positive difference in society.  These are my goal to become a software engineer  where they are to find solutions to the people's problems  and reach the target of the task.",6.0,0.08
audio_535.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_535.wav,cleaned_audio\audio_535.wav," Yeah, my journey to Karna Taka State was amazing and that experience gave me a wonderful  day.  And local foods are dishes from this place where I would like to eat special foods not  a rarely choose I think Briani and some more dishes that chooses those places  correctly match them.  And the season I would prefer is winter season.  At that time the place will be cool and whether time made I would like to",8.0,0.10526315789473684
audio_244.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_244.wav,cleaned_audio\audio_244.wav," My favorite hobby is watching movies. So watching movies is just like to entertain ourselves  or to read from tension or stress. So majority are watch movies so while in all these are  vacations. But my hobby is to watch in while exams because while examinations brain is  all about that tension or think about exams only. But if I believe in that at that time,  if you see watch under 10 hours to just obey our tension of exams, it will help.  The tools I use is maximum and it wages not even locked up and they were required here once only.  And I watch the movies alone not with any adults because watching is enough to watch movies and  entertain us and to read from any other surroundings also. So it's",7.0,0.05263157894736842
audio_1134.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1134.wav,cleaned_audio\audio_1134.wav," I would like to become a beauty unit, among the art in the world.  I face you and I would like to have some my own challenges of any difficulties like  the terms and any communication problems.  I motivate myself, motivate myself, and I'm sure you'll give me a big audience  watching some movies, so totally, I'll do all those by reading books,  some knowledge, or learning, especially when you're not put on,  and like to achieve goals by your dreams and systems.",5.0,0.060240963855421686
audio_724.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_724.wav,cleaned_audio\audio_724.wav," 1.5kg  1kg  1kg  1kg  1kg  1kg  1kg  1kg  1kg  1kg  1kg  1kg  1kg  1kg  1kg  1kg  1kg  1Ȟ  2kg  1kg  1kg  3kg  2kg  1kg  1kg  1kg  1kg  1kg  Nuh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-uh-  nuh-uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uhGB항 Buy Scream Over You  woosh, uh uh,barst.com,guys!  oor oor oor oor oor oor oor oor E evident processes  oor oor oor  y oor oor we are almost every quarter see yРИ",51.0,0.5930232558139535
audio_965.wav,2.0,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_965.wav,cleaned_audio\audio_965.wav," The school playground is a vibrant space,  teaming with energy and movement.  Aborted with colorful equipment like swings,  slides, monkey bars and jungle gym,  surrounded by the letters of the class class,  green grass, unprevened marker with hot coach,  crids and basketball court.  During recess,  students can be seen engaged in various activities,  some play, tag, racing around the playground,  pitch-short and lost guard.  While other groups are gaming,  awkward when basketball,  and they are also cornered,  wet, cute, and they'll set the game  for four squares, ten,  and the hard-willed blood end of the activity  the playground is alive with the sounds.",17.0,0.1650485436893204
audio_1031.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1031.wav,cleaned_audio\audio_1031.wav," I would like to visit South Korea because I really love the place to visit once in my life.  And I would like to travel to Europe because that could be my first experience.  I would like to taste the local dishes in South Korea, kimchi, jjampong,  sushi and many other dishes by spices. I would like to taste the spicy dishes.  And I would like to visit the country in autumn season because the flowers or the tree blossoms, cherry blossoms are beautiful.",2.0,0.023809523809523808
audio_1326.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1326.wav,cleaned_audio\audio_1326.wav," I think the goal that I am actually very nice to be happy, completely happy because I think in this  generation it's not easy to achieve. And also just to be in here, I like to achieve my small  means of life such as having my own space because it's not easy to live with my parents right now.  So I think that this may really go as of the moment. What challenges would you face? I think that  the budgeting because it's not easy to have your own space when you are short-witted budget.  That's why I think goal has a lot of motivators. It's a statement that I think the idea of  living, the idea of being alone and having my own space, I think that's what makes me focus.",4.0,0.030303030303030304
audio_1325.wav,2.5,C:/shl-intern-hiring-assessment/dataset/audios_train/audio_1325.wav,cleaned_audio\audio_1325.wav," My goal is life is to have a happy and peace life and always a rich and I want my goal is to have money and more money  because my goal is important for me because everything inside don't have money or my family is not that rich  so I just want to give my family an earbridge or a life that they deserve  and the challenge is that I face to achieve this goal is money  that's why I need money to achieve the goal and also the time I need the time for this goal  and like what I said my goal in life which is to money, motivates me",6.0,0.05357142857142857
